14,1,200,49089,7,0,1,2,0,GET / HTTP/1.1
24,1,200,340,7,9,2,2,0,GET /robots.txt HTTP/1.1
27,1,404,328,7,11,2,3,0,GET /css/style.css HTTP/1.1
30,1,200,27916,7,14,3,2,0,GET /twitter-icon.png HTTP/1.1
29,1,200,7533,10,10,3,2,0,GET /GitHub-Mark.png HTTP/1.1
39,1,200,690,7,22,2,4,0,GET /bootstrap/img/favicon.ico HTTP/1.1
48,1,200,26329,7,19,7,3,0,GET /self.logs/access.log.2017-09-19.gz HTTP/1.1
48,1,200,31977,7,19,7,3,0,GET /self.logs/access.log.2018-04-27.gz HTTP/1.1
48,1,200,18756,7,19,7,3,0,GET /self.logs/access.log.2018-05-24.gz HTTP/1.1
48,1,200,19938,7,19,7,3,0,GET /self.logs/access.log.2018-06-04.gz HTTP/1.1
48,1,200,25328,7,19,7,3,0,GET /self.logs/access.log.2018-07-23.gz HTTP/1.1
48,1,200,19710,7,19,7,3,0,GET /self.logs/access.log.2019-03-09.gz HTTP/1.1
48,1,200,41649,7,19,7,3,0,GET /self.logs/access.log.2019-04-14.gz HTTP/1.1
48,1,200,21763,7,19,7,3,0,GET /self.logs/access.log.2019-08-01.gz HTTP/1.1
48,1,200,17679,7,19,7,3,0,GET /self.logs/access.log.2019-08-07.gz HTTP/1.1
48,1,200,23043,7,19,7,3,0,GET /self.logs/access.log.2019-08-28.gz HTTP/1.1
47,1,200,883,7,18,7,3,0,GET /self.logs/error.log.2017-07-04.gz HTTP/1.1
47,1,200,1004,7,18,7,3,0,GET /self.logs/error.log.2017-08-12.gz HTTP/1.1
47,1,200,7029,7,18,7,3,0,GET /self.logs/error.log.2018-09-07.gz HTTP/1.1
48,1,200,45655,7,19,7,3,0,GET /self.logs/access.log.2021-07-06.gz HTTP/1.1
53,1,200,4400,7,19,7,4,0,GET /self.logs/2015/access.log.2015-10-11.gz HTTP/1.1
52,1,200,822,7,18,7,4,0,GET /self.logs/2015/error.log.2015-05-26.gz HTTP/1.1
52,1,200,744,7,18,7,4,0,GET /self.logs/2015/error.log.2015-08-04.gz HTTP/1.1
53,1,200,6299,7,19,7,4,0,GET /self.logs/2016/access.log.2016-01-24.gz HTTP/1.1
53,1,200,23371,7,19,7,4,0,GET /self.logs/2016/access.log.2016-03-11.gz HTTP/1.1
53,1,200,6626,7,19,7,4,0,GET /self.logs/2016/access.log.2016-03-21.gz HTTP/1.1
53,1,200,20957,7,19,7,4,0,GET /self.logs/2016/access.log.2016-06-13.gz HTTP/1.1
53,1,200,9255,7,19,7,4,0,GET /self.logs/2016/access.log.2016-06-30.gz HTTP/1.1
52,1,200,638,7,18,7,4,0,GET /self.logs/2016/error.log.2016-01-05.gz HTTP/1.1
52,1,200,1014,7,18,7,4,0,GET /self.logs/2016/error.log.2016-07-27.gz HTTP/1.1
52,1,200,1637,7,18,7,4,0,GET /self.logs/2016/error.log.2016-09-16.gz HTTP/1.1
44,1,200,351,7,16,6,3,0,GET /self.logs/error.log.2020-03-02 HTTP/1.1
52,1,200,687,7,18,7,4,0,GET /self.logs/2016/error.log.2016-09-22.gz HTTP/1.1
48,1,200,18470,7,19,7,3,0,GET /self.logs/access.log.2019-12-28.gz HTTP/1.1
47,1,200,4786,7,18,7,3,0,GET /self.logs/error.log.2018-02-06.gz HTTP/1.1
47,1,200,4940,7,18,7,3,0,GET /self.logs/error.log.2018-04-07.gz HTTP/1.1
47,1,200,6858,7,18,7,3,0,GET /self.logs/error.log.2018-08-22.gz HTTP/1.1
47,1,200,3049,7,18,7,3,0,GET /self.logs/error.log.2019-02-09.gz HTTP/1.1
48,1,200,67073,7,19,7,3,0,GET /self.logs/access.log.2017-02-24.gz HTTP/1.1
47,1,200,2285,7,18,7,3,0,GET /self.logs/error.log.2019-07-03.gz HTTP/1.1
47,1,200,1122,7,18,7,3,0,GET /self.logs/error.log.2019-07-12.gz HTTP/1.1
47,1,200,3761,7,18,7,3,0,GET /self.logs/error.log.2019-07-22.gz HTTP/1.1
51,1,301,489,14,22,2,3,0,GET /Datasets%20Description/HTML_Bro_log_1 HTTP/1.1
52,1,200,790,14,22,2,4,0,GET /Datasets%20Description/HTML_Bro_log_1/ HTTP/1.1
54,1,200,5806,10,31,3,4,0,GET /Datasets%20Description/Network/smtp.html HTTP/1.1
56,1,200,1426,10,33,3,4,0,GET /Datasets%20Description/Network/tunnel.html HTTP/1.1
61,1,200,1655,14,30,3,4,0,GET /Datasets%20Description/HTML_Bro_log_1/dhcp.html HTTP/1.1
47,1,200,7384,7,18,7,3,0,GET /self.logs/error.log.2018-07-08.gz HTTP/1.1
48,1,200,14924,7,19,7,3,0,GET /self.logs/access.log.2017-01-08.gz HTTP/1.1
61,1,200,6757,14,30,3,4,0,GET /Datasets%20Description/HTML_Bro_log_1/http.html HTTP/1.1
47,1,200,8088,7,18,7,3,0,GET /self.logs/error.log.2018-06-10.gz HTTP/1.1
48,1,200,20191,7,19,7,3,0,GET /self.logs/access.log.2017-07-04.gz HTTP/1.1
55,1,200,5091,10,32,3,4,0,GET /Datasets%20Description/Network/files.html HTTP/1.1
35,1,200,6607379,7,14,3,3,0,GET /maccdc2012/dns.log.gz HTTP/1.1
47,1,200,700,7,18,7,3,0,GET /self.logs/error.log.2017-07-08.gz HTTP/1.1
48,1,200,21261,7,19,7,3,0,GET /self.logs/access.log.2018-01-10.gz HTTP/1.1
48,1,200,15240,7,19,7,3,0,GET /self.logs/access.log.2021-07-27.gz HTTP/1.1
47,1,200,5585,7,18,7,3,0,GET /self.logs/error.log.2019-04-09.gz HTTP/1.1
48,1,200,17369,7,19,7,3,0,GET /self.logs/access.log.2017-08-20.gz HTTP/1.1
48,1,200,33795,7,19,7,3,0,GET /self.logs/access.log.2021-07-23.gz HTTP/1.1
44,1,200,351,7,16,6,3,0,GET /self.logs/error.log.2020-05-05 HTTP/1.1
48,1,200,17798,7,19,7,3,0,GET /self.logs/access.log.2017-07-26.gz HTTP/1.1
48,1,200,23850,7,19,7,3,0,GET /self.logs/access.log.2017-10-16.gz HTTP/1.1
48,1,200,29422,7,19,7,3,0,GET /self.logs/access.log.2018-04-25.gz HTTP/1.1
48,1,200,37704,7,19,7,3,0,GET /self.logs/access.log.2018-11-03.gz HTTP/1.1
48,1,200,22172,7,19,7,3,0,GET /self.logs/access.log.2019-01-15.gz HTTP/1.1
48,1,200,36413,7,19,7,3,0,GET /self.logs/access.log.2019-06-28.gz HTTP/1.1
48,1,200,22796,7,19,7,3,0,GET /self.logs/access.log.2019-09-10.gz HTTP/1.1
48,1,200,21608,7,19,7,3,0,GET /self.logs/access.log.2019-11-17.gz HTTP/1.1
48,1,200,30696,7,19,7,3,0,GET /self.logs/access.log.2019-11-19.gz HTTP/1.1
47,1,200,2435,7,18,7,3,0,GET /self.logs/error.log.2017-12-10.gz HTTP/1.1
53,1,200,5735,7,19,7,4,0,GET /self.logs/2015/access.log.2015-04-18.gz HTTP/1.1
53,1,200,5072,7,19,7,4,0,GET /self.logs/2015/access.log.2015-07-29.gz HTTP/1.1
53,1,200,6216,7,19,7,4,0,GET /self.logs/2015/access.log.2015-08-12.gz HTTP/1.1
53,1,200,6540,7,19,7,4,0,GET /self.logs/2015/access.log.2015-08-25.gz HTTP/1.1
53,1,200,5624,7,19,7,4,0,GET /self.logs/2015/access.log.2015-11-15.gz HTTP/1.1
52,1,200,7457,7,18,7,4,0,GET /self.logs/2015/error.log.2015-02-16.gz HTTP/1.1
52,1,200,692,7,18,7,4,0,GET /self.logs/2015/error.log.2015-05-16.gz HTTP/1.1
52,1,200,794,7,18,7,4,0,GET /self.logs/2015/error.log.2015-05-29.gz HTTP/1.1
52,1,200,991,7,18,7,4,0,GET /self.logs/2015/error.log.2015-07-11.gz HTTP/1.1
52,1,200,692,7,18,7,4,0,GET /self.logs/2015/error.log.2015-07-14.gz HTTP/1.1
52,1,200,782,7,18,7,4,0,GET /self.logs/2015/error.log.2015-07-29.gz HTTP/1.1
52,1,200,623,7,18,7,4,0,GET /self.logs/2015/error.log.2015-12-07.gz HTTP/1.1
53,1,200,7894,7,19,7,4,0,GET /self.logs/2016/access.log.2016-01-14.gz HTTP/1.1
53,1,200,6731,7,19,7,4,0,GET /self.logs/2016/access.log.2016-01-19.gz HTTP/1.1
53,1,200,17567,7,19,7,4,0,GET /self.logs/2016/access.log.2016-08-11.gz HTTP/1.1
53,1,200,8645,7,19,7,4,0,GET /self.logs/2016/access.log.2016-09-14.gz HTTP/1.1
53,1,200,10844,7,19,7,4,0,GET /self.logs/2016/access.log.2016-10-31.gz HTTP/1.1
53,1,200,15987,7,19,7,4,0,GET /self.logs/2016/access.log.2016-11-03.gz HTTP/1.1
53,1,200,27504,7,19,7,4,0,GET /self.logs/2016/access.log.2016-12-04.gz HTTP/1.1
52,1,200,1069,7,18,7,4,0,GET /self.logs/2016/error.log.2016-02-18.gz HTTP/1.1
